id,degree_x,degree_centrality_x,betweenness_centrality_x,eigenvector_centrality,closeness_centrality,label,degree_y,degree_centrality_y,betweenness_centrality_y,community
Lawrence H. Summers,4,0.0035938903863432167,2.6317028779748624e-06,0.014950140809802693,0.4675282277448657,Lawrence H. Summers,4,0.0035938903863432,2.6317028779748624e-06,0
G Maxwell,8,0.0071877807726864335,1.2119684306463185e-05,0.014269095295233248,0.4675282277448657,G Maxwell,8,0.0071877807726864,1.2119684306463185e-05,0
Philip Barden,4,0.0035938903863432167,0.0,0.012992564019642149,0.4667000112209598,Philip Barden,4,0.0035938903863432,0.0,0
Daniel Sabba I,2,0.0017969451931716084,0.0,0.012368232491677877,0.4662870023614722,Daniel Sabba I,2,0.0017969451931716,0.0,24
Prateek Jain,5,0.004492362982929021,2.4239368612926367e-06,0.013247257018127784,0.466906790135989,Prateek Jain,5,0.004492362982929,2.4239368612926367e-06,24
Dershowitz,4,0.0035938903863432167,0.0,0.012992564019642149,0.4667000112209598,Dershowitz,4,0.0035938903863432,0.0,0
Ross,4,0.0035938903863432167,0.0,0.012992564019642149,0.4667000112209598,Ross,4,0.0035938903863432,0.0,0
Larry Cohen,2,0.0017969451931716084,0.0,0.013263850711064378,0.4662870023614722,Larry Cohen,2,0.0017969451931716,0.0,4
Jean Luc Brune,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Jean Luc Brune,1,0.0008984725965858,0.0,0
David Stern,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,David Stern,1,0.0008984725965858,0.0,0
Lachlan Cartwright,4,0.0035938903863432167,0.0,0.0038314646342663275,0.33316744398891157,Lachlan Cartwright,4,0.0035938903863432,0.0,0
Patricia Gonzalez,4,0.0035938903863432167,0.0,0.0038314646342663275,0.33316744398891157,Patricia Gonzalez,4,0.0035938903863432,0.0,0
David Pegg,4,0.0035938903863432167,2.693263179214041e-07,0.015250938452777554,0.467320898153848,David Pegg,4,0.0035938903863432,2.693263179214041e-07,0
Martin G. Weinberg,40,0.03593890386343217,0.0003170535886500483,0.041364221174070855,0.47683648205290824,Martin G. Weinberg,40,0.0359389038634321,0.00031705358865,0
Adriana Ross,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Adriana Ross,25,0.0224618149146451,0.0,0
Alex Campbell,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Alex Campbell,25,0.0224618149146451,0.0,0
Bill Richardson,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Bill Richardson,25,0.0224618149146451,0.0,0
Bradley Edwards,35,0.031446540880503145,0.00011019133608528402,0.045795333762696046,0.4755454085455448,Bradley Edwards,35,0.0314465408805031,0.0001101913360852,0
David Copperfield,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,David Copperfield,25,0.0224618149146451,0.0,0
Doug Band,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Doug Band,25,0.0224618149146451,0.0,0
Ira Magaziner,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Ira Magaziner,25,0.0224618149146451,0.0,0
Jack Scarola,43,0.03863432165318958,0.00020043278469057864,0.05203935736067055,0.4777010994274375,Jack Scarola,43,0.0386343216531895,0.0002004327846905,0
Ken Bensinger,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Ken Bensinger,25,0.0224618149146451,0.0,0
Kyle Blaine,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Kyle Blaine,25,0.0224618149146451,0.0,0
Megan Apper,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Megan Apper,25,0.0224618149146451,0.0,0
Naomi Campbell,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Naomi Campbell,25,0.0224618149146451,0.0,0
Paul Cassell,43,0.03863432165318958,0.00020043278469057864,0.05203935736067055,0.4777010994274375,Paul Cassell,43,0.0386343216531895,0.0002004327846905,0
Rodney Slater,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Rodney Slater,25,0.0224618149146451,0.0,0
Sarah Kellen,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Sarah Kellen,25,0.0224618149146451,0.0,0
Scott Rothstein,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Scott Rothstein,25,0.0224618149146451,0.0,0
Tommy Mottola,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Tommy Mottola,25,0.0224618149146451,0.0,0
Virginia Roberts,28,0.025157232704402517,2.8180411744180683e-05,0.039316043192437325,0.4731965089074662,Virginia Roberts,28,0.0251572327044025,2.8180411744180683e-05,0
Chauntae Davies,25,0.022461814914645106,0.0,0.03671007553589817,0.47255992167575206,Chauntae Davies,25,0.0224618149146451,0.0,0
Carolyn Cohen,5,0.004492362982929021,0.0,0.015399214345128741,0.46773574138345636,Carolyn Cohen,5,0.004492362982929,0.0,0
Martin El,5,0.004492362982929021,0.0,0.015399214345128741,0.46773574138345636,Martin El,5,0.004492362982929,0.0,0
John Sullivan,5,0.004492362982929021,0.0,0.018886300848414726,0.4679434393147989,John Sullivan,5,0.004492362982929,0.0,0
Eric H. Roth,3,0.0026954177897574125,0.0,0.013878621567664923,0.4667000112209598,Eric H. Roth,3,0.0026954177897574,0.0,1
Elizabeth Lee Sample,6,0.005390835579514825,0.0017452345401306987,0.01299001804213188,0.4675282277448657,Elizabeth Lee Sample,6,0.0053908355795148,0.0017452345401306,22
Elizabeth Sample,3,0.0026954177897574125,0.0,0.0006148040353483764,0.31607937172673284,Elizabeth Sample,3,0.0026954177897574,0.0,22
Fitz Corr,6,0.005390835579514825,0.0017452345401306987,0.01299001804213188,0.4675282277448657,Fitz Corr,6,0.0053908355795148,0.0017452345401306,22
Norman D. Rau MMIIM,3,0.0026954177897574125,0.0,0.0006148040353483764,0.31607937172673284,Norman D. Rau MMIIM,3,0.0026954177897574,0.0,22
Karlie Jamison,4,0.0035938903863432167,0.0,0.012962234572075241,0.4671137523656592,Karlie Jamison,4,0.0035938903863432,0.0,22
Norman D. Rau W,4,0.0035938903863432167,0.0,0.012962234572075241,0.4671137523656592,Norman D. Rau W,4,0.0035938903863432,0.0,22
Alex Yablon,2,0.0017969451931716084,0.0,0.012723885193638726,0.4662870023614722,Alex Yablon,2,0.0017969451931716,0.0,0
Ariane Dwyer,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Ariane Dwyer,4,0.0035938903863432,0.0,24
Daniel Sabba,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Daniel Sabba,4,0.0035938903863432,0.0,24
Vahe Stepanian,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Vahe Stepanian,4,0.0035938903863432,0.0,24
James E. Hill,7,0.006289308176100629,1.6736706899401539e-06,0.018752858220905447,0.46815132178450786,James E. Hill,7,0.0062893081761006,1.673670689940154e-06,0
Hill James E.,6,0.005390835579514825,0.0,0.01933324193069445,0.46815132178450786,Hill James E.,6,0.0053908355795148,0.0,0
James Hill,6,0.005390835579514825,0.0,0.01933324193069445,0.46815132178450786,James Hill,6,0.0053908355795148,0.0,0
Cathy Alexander,7,0.006289308176100629,2.693263179214041e-07,0.018000391214918223,0.46815132178450786,Cathy Alexander,7,0.0062893081761006,2.693263179214041e-07,0
Miles Alexander,9,0.008086253369272238,5.89125087370157e-06,0.020707122143569106,0.4694025057180077,Miles Alexander,9,0.0080862533692722,5.89125087370157e-06,0
dkiesq,7,0.006289308176100629,2.693263179214041e-07,0.018000391214918223,0.46815132178450786,dkiesq,7,0.0062893081761006,2.693263179214041e-07,0
Martin Weinber,6,0.005390835579514825,0.0,0.017065740251172,0.4679434393147989,Martin Weinber,6,0.0053908355795148,0.0,0
Joichi Ito,8,0.0071877807726864335,1.1850357988541781e-05,0.015447045372434205,0.4675282277448657,Joichi Ito,8,0.0071877807726864,1.185035798854178e-05,0
Brandon Thompson,2,0.0017969451931716084,0.0,0.013528027190910908,0.4664934153771258,Brandon Thompson,2,0.0017969451931716,0.0,1
ACT for America,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,ACT for America,37,0.0332434860736747,1.4364070289141552e-06,3
Adj Kearsarge,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Adj Kearsarge,37,0.0332434860736747,1.4364070289141552e-06,3
Allen West,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Allen West,37,0.0332434860736747,1.4364070289141552e-06,3
Bennet Greenwald,34,0.030548068283917342,0.0,0.06277794237682328,0.47576010173224703,Bennet Greenwald,34,0.0305480682839173,0.0,3
Bennett Schmidt,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Bennett Schmidt,37,0.0332434860736747,1.4364070289141552e-06,3
Dennis Prager,34,0.030548068283917342,0.0,0.06277794237682328,0.47576010173224703,Dennis Prager,34,0.0305480682839173,0.0,3
Forrest Miller,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Forrest Miller,37,0.0332434860736747,1.4364070289141552e-06,3
Gary Gross,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Gary Gross,37,0.0332434860736747,1.4364070289141552e-06,3
Grant Seeger,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Grant Seeger,37,0.0332434860736747,1.4364070289141552e-06,3
Henry Hortenstine,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Henry Hortenstine,37,0.0332434860736747,1.4364070289141552e-06,3
Herb Goodman,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Herb Goodman,37,0.0332434860736747,1.4364070289141552e-06,3
House,34,0.030548068283917342,0.0,0.06277794237682328,0.47576010173224703,House,34,0.0305480682839173,0.0,3
James Ramsey,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,James Ramsey,37,0.0332434860736747,1.4364070289141552e-06,3
John Zouzelka,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,John Zouzelka,37,0.0332434860736747,1.4364070289141552e-06,3
Lisa Albert,34,0.030548068283917342,0.0,0.06277794237682328,0.47576010173224703,Lisa Albert,34,0.0305480682839173,0.0,3
Marcie Brown,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Marcie Brown,37,0.0332434860736747,1.4364070289141552e-06,3
Mark Epstein,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Mark Epstein,37,0.0332434860736747,1.4364070289141552e-06,3
Marshall Funk,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Marshall Funk,37,0.0332434860736747,1.4364070289141552e-06,3
Michael Horowitz,34,0.030548068283917342,0.0,0.06277794237682328,0.47576010173224703,Michael Horowitz,34,0.0305480682839173,0.0,3
Michael Pis,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Michael Pis,37,0.0332434860736747,1.4364070289141552e-06,3
Michael Stechel Buchholtz,34,0.030548068283917342,0.0,0.06277794237682328,0.47576010173224703,Michael Stechel Buchholtz,34,0.0305480682839173,0.0,3
Mike Cohen,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Mike Cohen,37,0.0332434860736747,1.4364070289141552e-06,3
Nate McClain,34,0.030548068283917342,0.0,0.06277794237682328,0.47576010173224703,Nate McClain,34,0.0305480682839173,0.0,3
Nate White,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Nate White,37,0.0332434860736747,1.4364070289141552e-06,3
Neil Anderson,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Neil Anderson,37,0.0332434860736747,1.4364070289141552e-06,3
Philip Kafka,50,0.04492362982929021,0.0001944625790831845,0.07330504502021083,0.4792217486752739,Philip Kafka,50,0.0449236298292902,0.0001944625790831,3
Rafael Bardaji,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Rafael Bardaji,37,0.0332434860736747,1.4364070289141552e-06,3
Rita Hortenstine,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Rita Hortenstine,37,0.0332434860736747,1.4364070289141552e-06,3
Taal Safdie,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Taal Safdie,37,0.0332434860736747,1.4364070289141552e-06,3
Uri Fouzailov,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Uri Fouzailov,37,0.0332434860736747,1.4364070289141552e-06,3
Val Sherman,37,0.033243486073674756,1.4364070289141552e-06,0.0665141897488119,0.4764053459931859,Val Sherman,37,0.0332434860736747,1.4364070289141552e-06,3
Ate McClain,29,0.026055705300988323,0.0,0.05512744543224582,0.4746885699715888,Ate McClain,29,0.0260557053009883,0.0,3
Michael Horowitz Buchholtz,29,0.026055705300988323,0.0,0.05512744543224582,0.4746885699715888,Michael Horowitz Buchholtz,29,0.0260557053009883,0.0,3
Michael Stechel,29,0.026055705300988323,0.0,0.05512744543224582,0.4746885699715888,Michael Stechel,29,0.0260557053009883,0.0,3
Peter Attia,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Peter Attia,1,0.0008984725965858,0.0,0
Noam Chomsky,4,0.0035938903863432167,6.3740561908065645e-06,0.013066449434483388,0.46815132178450786,Noam Chomsky,4,0.0035938903863432,6.3740561908065645e-06,0
Linda Stone,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Linda Stone,1,0.0008984725965858,0.0,0
Jonathan Farkas,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Jonathan Farkas,2,0.0017969451931716,0.0,0
Indyke Darren K.,2,0.0017969451931716084,0.0,0.01239185514232214,0.4662870023614722,Indyke Darren K.,2,0.0017969451931716,0.0,0
Darren K. Indyke,7,0.006289308176100629,1.5605536364131644e-05,0.015691861594155136,0.46877607888653344,Darren K. Indyke,7,0.0062893081761006,1.5605536364131644e-05,0
G G,4,0.0035938903863432167,0.0,0.013108397297358023,0.4667000112209598,G G,4,0.0035938903863432,0.0,0
Brad Wechsler,39,0.03504043126684636,0.00014996461329925138,0.0462110233550831,0.47900392060769414,Brad Wechsler,39,0.0350404312668463,0.0001499646132992,1
Richard Joshi,3,0.0026954177897574125,0.0,0.013496348840412542,0.4664934153771258,Richard Joshi,3,0.0026954177897574,0.0,1
Elisa New,3,0.0026954177897574125,0.0,0.013869132809756728,0.4664934153771258,Elisa New,3,0.0026954177897574,0.0,0
Lisa Ne,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Lisa Ne,1,0.0008984725965858,0.0,0
Landon Thomas Jr,4,0.0035938903863432167,5.386526358428082e-07,0.013111417643140631,0.466906790135989,Landon Thomas Jr,4,0.0035938903863432,5.386526358428082e-07,8
lauren petrella,3,0.0026954177897574125,0.0,0.012821710289235153,0.4667000112209598,lauren petrella,3,0.0026954177897574,0.0,8
Leah Reis-Dennis,3,0.0026954177897574125,0.0,0.012711180865051219,0.4664934153771258,Leah Reis-Dennis,3,0.0026954177897574,0.0,0
Soon Yi Previn,3,0.0026954177897574125,0.0,0.012711180865051219,0.4664934153771258,Soon Yi Previn,3,0.0026954177897574,0.0,0
Thomas Jr. Landon,3,0.0026954177897574125,0.0,0.012821710289235153,0.4667000112209598,Thomas Jr. Landon,3,0.0026954177897574,0.0,8
Ed,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Ed,1,0.0008984725965858,0.0,0
Alex Gelinas,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Alex Gelinas,25,0.0224618149146451,2.1493296351766952e-06,10
Daniel G. Viola,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Daniel G. Viola,25,0.0224618149146451,2.1493296351766952e-06,10
Danielle Epstein-Day,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Danielle Epstein-Day,25,0.0224618149146451,2.1493296351766952e-06,10
Douglas Hirsch,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Douglas Hirsch,25,0.0224618149146451,2.1493296351766952e-06,10
Erika Winkler,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Erika Winkler,25,0.0224618149146451,2.1493296351766952e-06,10
Jamie Kim,19,0.017070979335130278,0.0,0.02423969871328093,0.47003060898168025,Jamie Kim,19,0.0170709793351302,0.0,10
Jeffrey Goldberg,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Jeffrey Goldberg,25,0.0224618149146451,2.1493296351766952e-06,10
Jennifer Rossan,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Jennifer Rossan,25,0.0224618149146451,2.1493296351766952e-06,10
John Araneo,22,0.019766397124887692,7.39327147235227e-07,0.02593440106904874,0.47066039541622473,John Araneo,22,0.0197663971248876,7.39327147235227e-07,10
Lance Friedler,19,0.017070979335130278,0.0,0.02423969871328093,0.47003060898168025,Lance Friedler,19,0.0170709793351302,0.0,10
Mitchell Taras,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Mitchell Taras,25,0.0224618149146451,2.1493296351766952e-06,10
Paul Fasciano,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Paul Fasciano,25,0.0224618149146451,2.1493296351766952e-06,10
Ron S. Geffner,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Ron S. Geffner,25,0.0224618149146451,2.1493296351766952e-06,10
Sam Lieberman,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Sam Lieberman,25,0.0224618149146451,2.1493296351766952e-06,10
Steven Etkind,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Steven Etkind,25,0.0224618149146451,2.1493296351766952e-06,10
Steven Nuttier,23,0.020664869721473494,1.0192152815457058e-06,0.026522898876314326,0.4708706994356243,Steven Nuttier,23,0.0206648697214734,1.0192152815457058e-06,10
Yehuda Braunstein,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Yehuda Braunstein,25,0.0224618149146451,2.1493296351766952e-06,10
Yelena Maltser,25,0.022461814914645106,2.1493296351766952e-06,0.027618306934475458,0.471291871796479,Yelena Maltser,25,0.0224618149146451,2.1493296351766952e-06,10
ANN BAISE,6,0.005390835579514825,0.0,0.01680961272439222,0.4685676413236671,ANN BAISE,6,0.0053908355795148,0.0,0
Florence Anthony,6,0.005390835579514825,0.0,0.01680961272439222,0.4685676413236671,Florence Anthony,6,0.0053908355795148,0.0,0
Gary H. BaisallillW,6,0.005390835579514825,0.0,0.01680961272439222,0.4685676413236671,Gary H. BaisallillW,6,0.0053908355795148,0.0,0
steven hoffenberg,13,0.011680143755615454,1.6967558029048458e-05,0.019835636774019474,0.47003060898168025,steven hoffenberg,13,0.0116801437556154,1.6967558029048458e-05,0
Nicholas Ribis,3,0.0026954177897574125,8.079789537642123e-07,0.012633176371233564,0.4664934153771258,Nicholas Ribis,3,0.0026954177897574,8.079789537642123e-07,0
Matthew Mosk,5,0.004492362982929021,0.0,0.016189948668124145,0.46773574138345636,Matthew Mosk,5,0.004492362982929,0.0,0
Matthew Mask,5,0.004492362982929021,0.0,0.016189948668124145,0.46773574138345636,Matthew Mask,5,0.004492362982929,0.0,0
Alan Fraade,10,0.008984725965858042,9.587152769388333e-06,0.01791355629902367,0.47003060898168025,Alan Fraade,10,0.008984725965858,9.587152769388333e-06,0
Brad Edwards,29,0.026055705300988323,9.881011346848826e-05,0.03524077225513963,0.4742613075323705,Brad Edwards,29,0.0260557053009883,9.881011346848824e-05,0
Gary H. Baise11.11,6,0.005390835579514825,0.0,0.01611059988941803,0.4685676413236671,Gary H. Baise11.11,6,0.0053908355795148,0.0,0
Steven J. Hoffenberg,10,0.008984725965858042,9.77654534054697e-06,0.01758964636301158,0.47003060898168025,Steven J. Hoffenberg,10,0.008984725965858,9.77654534054697e-06,0
INW,2,0.0017969451931716084,0.0,0.013513791612576695,0.4662870023614722,INW,2,0.0017969451931716,0.0,1
Joichi (Joi) Ito,4,0.0035938903863432167,0.0,0.014221977066424208,0.4667000112209598,Joichi (Joi) Ito,4,0.0035938903863432,0.0,0
Jennie Enterprise,2,0.0017969451931716084,0.0,0.012354036337239097,0.4662870023614722,Jennie Enterprise,2,0.0017969451931716,0.0,0
Stephen J. Immelt,3,0.0026954177897574125,0.00031998614540936366,0.014272554611062579,0.467320898153848,Stephen J. Immelt,3,0.0026954177897574,0.0003199861454093,0
"Immelt, Stephen J.",2,0.0017969451931716084,0.0,0.01419752221877706,0.4671137523656592,"Immelt, Stephen J.",2,0.0017969451931716,0.0,0
Stephen Alexander,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Stephen Alexander,1,0.0008984725965858,0.0,0
Al Eckert,16,0.014375561545372867,8.079789537642122e-07,0.02362111262076815,0.47192504493368886,Al Eckert,16,0.0143755615453728,8.079789537642122e-07,3
Blake,16,0.014375561545372867,8.079789537642122e-07,0.02362111262076815,0.47192504493368886,Blake,16,0.0143755615453728,8.079789537642122e-07,3
Coy E. Garrett,16,0.014375561545372867,8.079789537642122e-07,0.02362111262076815,0.47192504493368886,Coy E. Garrett,16,0.0143755615453728,8.079789537642122e-07,3
Danny Shurden,16,0.014375561545372867,8.079789537642122e-07,0.02362111262076815,0.47192504493368886,Danny Shurden,16,0.0143755615453728,8.079789537642122e-07,3
Henry Peek,14,0.012578616352201259,0.0,0.021432383808040606,0.47150274064292047,Henry Peek,14,0.0125786163522012,0.0,3
Kenny Shirley,16,0.014375561545372867,8.079789537642122e-07,0.02362111262076815,0.47192504493368886,Kenny Shirley,16,0.0143755615453728,8.079789537642122e-07,3
Kevin McIntosh,16,0.014375561545372867,8.079789537642122e-07,0.02362111262076815,0.47192504493368886,Kevin McIntosh,16,0.0143755615453728,8.079789537642122e-07,3
Realblondes,16,0.014375561545372867,8.079789537642122e-07,0.02362111262076815,0.47192504493368886,Realblondes,16,0.0143755615453728,8.079789537642122e-07,3
Ryan McIntosh,16,0.014375561545372867,8.079789537642122e-07,0.02362111262076815,0.47192504493368886,Ryan McIntosh,16,0.0143755615453728,8.079789537642122e-07,3
Terry B. Kafka,14,0.012578616352201259,0.0,0.021432383808040606,0.47150274064292047,Terry B. Kafka,14,0.0125786163522012,0.0,3
Terry Kafk,14,0.012578616352201259,0.0,0.021432383808040606,0.47150274064292047,Terry Kafk,14,0.0125786163522012,0.0,3
Henry Pea,13,0.011680143755615454,0.0,0.02216838491307761,0.471291871796479,Henry Pea,13,0.0116801437556154,0.0,3
Tom Barrack,5,0.004492362982929021,3.1164902502333903e-06,0.015455485888885885,0.4675282277448657,Tom Barrack,5,0.004492362982929,3.1164902502333903e-06,0
Tom Barrack Private,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Tom Barrack Private,1,0.0008984725965858,0.0,0
Bob Crowe,8,0.0071877807726864335,9.695747445170548e-07,0.014339454576140415,0.4675282277448657,Bob Crowe,8,0.0071877807726864,9.695747445170548e-07,17
El Hadji Amadou Sall,8,0.0071877807726864335,9.695747445170548e-07,0.014339454576140415,0.4675282277448657,El Hadji Amadou Sall,8,0.0071877807726864,9.695747445170548e-07,17
Mohamed Seydou Diagne,8,0.0071877807726864335,9.695747445170548e-07,0.014339454576140415,0.4675282277448657,Mohamed Seydou Diagne,8,0.0071877807726864,9.695747445170548e-07,17
Vinoda Basnayake,8,0.0071877807726864335,9.695747445170548e-07,0.014339454576140415,0.4675282277448657,Vinoda Basnayake,8,0.0071877807726864,9.695747445170548e-07,17
elisabeth feliho,5,0.004492362982929021,0.0,0.01338795607975537,0.466906790135989,elisabeth feliho,5,0.004492362982929,0.0,17
Cheikh Tidiane Sy,7,0.006289308176100629,0.0,0.01403695273856532,0.467320898153848,Cheikh Tidiane Sy,7,0.0062893081761006,0.0,17
Elisabeth Feliho,7,0.006289308176100629,0.0,0.01403695273856532,0.467320898153848,Elisabeth Feliho,7,0.0062893081761006,0.0,17
abuulabass,7,0.006289308176100629,0.0,0.01403695273856532,0.467320898153848,abuulabass,7,0.0062893081761006,0.0,17
Martin Nowak,2,0.0017969451931716084,0.0,0.012413078031683681,0.4662870023614722,Martin Nowak,2,0.0017969451931716,0.0,0
David Ingram,12,0.01078167115902965,9.882410404041615e-06,0.025074154502584475,0.4702403504403959,David Ingram,12,0.0107816711590296,9.882410404041615e-06,0
Katie Johnson,6,0.005390835579514825,0.0,0.018316639351764995,0.46835938903863433,Katie Johnson,6,0.0053908355795148,0.0,0
Roy Black,14,0.012578616352201259,2.5455184562400142e-05,0.02527638873250223,0.47108119147828664,Roy Black,14,0.0125786163522012,2.5455184562400146e-05,0
Moshe Hoffman,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Moshe Hoffman,1,0.0008984725965858,0.0,0
soon yi previn,2,0.0017969451931716084,0.0,0.012417331318762471,0.4662870023614722,soon yi previn,2,0.0017969451931716,0.0,0
Gerald Barton,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Gerald Barton,1,0.0008984725965858,0.0,0
Gwendolyn Beck,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Gwendolyn Beck,1,0.0008984725965858,0.0,0
Steven Hoffenberg,16,0.014375561545372867,0.005260561575387628,0.01839042260405337,0.471291871796479,Steven Hoffenberg,16,0.0143755615453728,0.0052605615753876,0
Story,2,0.0017969451931716084,0.0,0.0007552455469448155,0.3181789327708114,Story,2,0.0017969451931716,0.0,8
Raafat Alsabbagh,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Raafat Alsabbagh,1,0.0008984725965858,0.0,0
Ada Clapp,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Ada Clapp,28,0.0251572327044025,0.0,1
Alan S Halperin,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Alan S Halperin,28,0.0251572327044025,0.0,1
Alex,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Alex,28,0.0251572327044025,0.0,1
Barry J. Cohen,36,0.03234501347708895,8.568604000848087e-05,0.04503176066344155,0.4783516229400487,Barry J. Cohen,36,0.0323450134770889,8.568604000848087e-05,1
Ben,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Ben,28,0.0251572327044025,0.0,1
Debra,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Debra,28,0.0251572327044025,0.0,1
Diana George,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Diana George,28,0.0251572327044025,0.0,1
Eileen Alexandersson,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Eileen Alexandersson,28,0.0251572327044025,0.0,1
Heather Gray,34,0.030548068283917342,4.2203305980070066e-05,0.044354398556009346,0.4779177439169738,Heather Gray,34,0.0305480682839173,4.2203305980070066e-05,1
Joe,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,Joe,28,0.0251572327044025,0.0,1
Joe Avantario,34,0.030548068283917342,4.2203305980070066e-05,0.044354398556009346,0.4779177439169738,Joe Avantario,34,0.0305480682839173,4.2203305980070066e-05,1
John Castrucci,37,0.033243486073674756,9.133996892541659e-05,0.045548297984547695,0.4785688580095037,John Castrucci,37,0.0332434860736747,9.13399689254166e-05,1
John Murphy,28,0.025157232704402517,0.0,0.0383579911089536,0.47490249001213486,John Murphy,28,0.0251572327044025,0.0,1
